361,"2019,1,16,1,30,0,0,0.30000000000000004,N/A"
362,"2019,1,16,2,30,0,0,0.2,N/A"
363,"2019,1,16,3,30,0,0,0.2,N/A"
364,"2019,1,16,4,30,0,0,0.2,N/A"
365,"2019,1,16,5,30,0,0,0.2,N/A"
366,"2019,1,16,6,30,0,0,0.30000000000000004,N/A"
367,"2019,1,16,7,30,14,207,0.30000000000000004,N/A"
368,"2019,1,16,8,30,28,0,0.4,N/A"
369,"2019,1,16,9,30,62,0,0.4,N/A"
370,"2019,1,16,10,30,123,0,0.5,N/A"
371,"2019,1,16,11,30,93,0,0.5,N/A"
372,"2019,1,16,12,30,109,0,0.5,N/A"
373,"2019,1,16,13,30,70,0,0.5,N/A"
374,"2019,1,16,14,30,61,0,0.5,N/A"
375,"2019,1,16,15,30,24,0,0.5,N/A"
376,"2019,1,16,16,30,3,0,0.5,N/A"
377,"2019,1,16,17,30,0,0,0.5,N/A"
378,"2019,1,16,18,30,0,0,0.6000000000000001,N/A"
379,"2019,1,16,19,30,0,0,0.5,N/A"
380,"2019,1,16,20,30,0,0,0.4,N/A"
381,"2019,1,16,21,30,0,0,0.4,N/A"
382,"2019,1,16,22,30,0,0,0.4,N/A"
383,"2019,1,16,23,30,0,0,0.4,N/A"
384,"2019,1,17,0,30,0,0,0.4,N/A"
385,"2019,1,17,1,30,0,0,0.5,N/A"
386,"2019,1,17,2,30,0,0,0.5,N/A"
387,"2019,1,17,3,30,0,0,0.5,N/A"
388,"2019,1,17,4,30,0,0,0.5,N/A"
389,"2019,1,17,5,30,0,0,0.5,N/A"
390,"2019,1,17,6,30,0,0,0.5,N/A"
391,"2019,1,17,7,30,10,19,0.4,N/A"
392,"2019,1,17,8,30,68,178,0.30000000000000004,N/A"
393,"2019,1,17,9,30,47,871,0.30000000000000004,N/A"
394,"2019,1,17,10,30,54,921,0.30000000000000004,N/A"
395,"2019,1,17,11,30,110,640,0.2,N/A"
396,"2019,1,17,12,30,151,470,0.2,N/A"
397,"2019,1,17,13,30,59,901,0.1,N/A"
398,"2019,1,17,14,30,100,423,0.1,N/A"
399,"2019,1,17,15,30,42,662,0.30000000000000004,N/A"
400,"2019,1,17,16,30,10,26,0.5,N/A"
401,"2019,1,17,17,30,0,0,0.4,N/A"
402,"2019,1,17,18,30,0,0,0.30000000000000004,N/A"
403,"2019,1,17,19,30,0,0,0.2,N/A"
404,"2019,1,17,20,30,0,0,0.2,N/A"
405,"2019,1,17,21,30,0,0,0.2,N/A"
406,"2019,1,17,22,30,0,0,0.30000000000000004,N/A"
407,"2019,1,17,23,30,0,0,0.2,N/A"
408,"2019,1,18,0,30,0,0,0.2,N/A"
409,"2019,1,18,1,30,0,0,0.2,N/A"
410,"2019,1,18,2,30,0,0,0.2,N/A"
411,"2019,1,18,3,30,0,0,0.2,N/A"
412,"2019,1,18,4,30,0,0,0.30000000000000004,N/A"
413,"2019,1,18,5,30,0,0,0.30000000000000004,N/A"
